key	project	title	abstract	keywords	authors	venue	doi	references	pages	bibtex	screened_decision	final_decision	mode	inclusion_criteria	exclusion_criteria	reviewer_count	source	year	meta_title	link	publisher	metadata_missing
1623	ModelGuidance	General design of control class based on three-tier architecture			Baolin Xu	2013 IEEE 4th International Conference on Software Engineering and Service Science					Excluded	Excluded	new_screen			2						
1624	ModelGuidance	A modeling methodology to facilitate safety-oriented architecture design of industrial avionics software			Wu, J.; Yue, T.; Ali, S.; Zhang, H.	Software - Practice and Experience					ConflictIncluded	Included	new_screen			2						
1625	ModelGuidance	Model based failure detection using test signals from linearizations: A case study			Campbell, S.L.; Drake, K.J.; Andjelkovic, I.; Sweetingham, K.; Choe, D.	Proceedings of the 2006 IEEE Conference on Computer Aided Control Systems Design, CACSD					Excluded	Excluded	new_screen			2						
1626	ModelGuidance	Model-driven secure development lifecycle			Ma, Z.; Wagner, C.; Bonitz, A.; Bleier, T.; Woitsch, R.; Nichterl, M.	International Journal of Security and its Applications					ConflictExcluded	Excluded	new_screen			2						
1627	ModelGuidance	Distributing scenario-based models: A replicate-and-project approach			Steinberg, S.; Greenyer, J.; Gritzner, D.; Harel, D.; Katz, G.; Marron, A.	MODELSWARD 2017 - Proceedings of the 5th International Conference on Model-Driven Engineering and Software Development					Excluded	Excluded	new_screen			2						
1628	ModelGuidance	Optical modeling of finite element surface displacements using commercial software			Doyle, K.B.; Genberg, V.L.; Michels, G.J.; Bisson, G.R.	Proceedings of SPIE - The International Society for Optical Engineering					Excluded	Excluded	new_screen			2						
1629	ModelGuidance	Modeling and verifying data access mechanism of NLSR trust model			Chen, N.; Zhu, H.; Fei, Y.; Xiao, L.; Yin, J.	Proceedings - Asia-Pacific Software Engineering Conference, APSEC					Excluded	Excluded	new_screen			2						
1630	ModelGuidance	An empirical investigation of the factors affecting agile usage			Senapathi, M.; Srinivasan, A.	ACM International Conference Proceeding Series					Excluded	Excluded	new_screen			2						
1631	ModelGuidance	Automatically exploring how uncertainty impacts behavior of dynamically adaptive systems			A. J. Ramirez; A. C. Jensen; B. H. C. Cheng; D. B. Knoester	2011 26th IEEE/ACM International Conference on Automated Software Engineering (ASE 2011)					Excluded	Excluded	new_screen			2						
1632	ModelGuidance	On requirement verification for evolving Statecharts specifications			Ghezzi, C.; Menghi, C.; Molzam Sharifloo, A.; Spoletini, P.	Requirements Engineering					Excluded	Excluded	new_screen			2						
1633	ModelGuidance	Verification and analysis of autonomic systems for networked enterprises			Bertolino, A.; De Angelis, G.; Di Giandomenico, F.; Marchetti, E.; Sabetta, A.; Spoletini, P.	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)					Excluded	Excluded	new_screen			2						
1634	ModelGuidance	UMLintr: a UML profile for specifying intrusions			M. Hussein; M. Zulkernine	13th Annual IEEE International Symposium and Workshop on Engineering of Computer-Based Systems (ECBS'06)					Excluded	Excluded	new_screen			2						
1635	ModelGuidance	Model checking action- and state-labelled Markov chains			Baier, C.; Cloth, L.; Haverkort, B.; Kuntz, M.; Siegle, M.	Proceedings of the International Conference on Dependable Systems and Networks					Excluded	Excluded	new_screen			2						
1636	ModelGuidance	An Agent-Based Model for Autonomous Planning			Amato, F.; Moscato, F.	Proceedings - 2016 10th International Conference on Complex, Intelligent, and Software Intensive Systems, CISIS 2016					Excluded	Excluded	new_screen			2						
1637	ModelGuidance	An adapted ontology for a generalized RIVA-driven business process architecture			Samhan, A.; AlHajHassan, S.	2021 22nd International Arab Conference on Information Technology, ACIT 2021					Excluded	Excluded	new_screen			2						
1638	ModelGuidance	Understanding Ecosystems Risks in Software Startups: A Study with Students			Almeida, L.; De Souza, C.	Proceedings - 45th Euromicro Conference on Software Engineering and Advanced Applications, SEAA 2019					Excluded	Excluded	new_screen			2						
1639	ModelGuidance	Approaches to modelling security scenarios with domain-specific languages			Brooke, P.J.; Paige, R.F.; Power, C.	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)					Excluded	Excluded	new_screen			2						
1640	ModelGuidance	Comparison of charging strategies of electric vehicles using local power production to minimize carbon emissions			Hertrampf, F.; Spathe, S.; Apel, S.	Proceedings - 2019 IEEE International Conference on Internet of Things and Intelligence System, IoTaIS 2019					Excluded	Excluded	new_screen			2						
1641	ModelGuidance	Moving target classification in video sequences based on features combination and SVM			Kong, Y.; Wang, L.	2010 International Conference on Computational Intelligence and Software Engineering, CiSE 2010					Excluded	Excluded	new_screen			2						
1642	ModelGuidance	Reliability analysis of core service platform in next-generation network			Yang, M.-H.; Liao, J.-X.; Wu, N.-X.	Tongxin Xuebao/Journal on Communications					Excluded	Excluded	new_screen			2						
1643	ModelGuidance	A paradigm for the non-routine design of electromagnetic devices using a case based reasoning approach			Q. Vo; D. A. Lowther	IEEE Transactions on Magnetics					Excluded	Excluded	new_screen			2						
1644	ModelGuidance	Hange management of BPM-based software applications			Bouneffa, M.; Ahmad, A.	ICEIS 2013 - Proceedings of the 15th International Conference on Enterprise Information Systems					Excluded	Excluded	new_screen			2						
1645	ModelGuidance	Standardizing model-based in-vehicle infotainment development in the German automotive industry			Hess, S.; Gross, A.; Maier, A.; Orfgen, M.; Meixner, G.	AutomotiveUI 2012 - 4th International Conference on Automotive User Interfaces and Interactive Vehicular Applications, In-cooperation with ACM SIGCHI - Proceedings					Excluded	Excluded	new_screen			2						
1646	ModelGuidance	Uniform descriptions for model based testing			Padmanabhan Krishnan	2004 Australian Software Engineering Conference. Proceedings.					Excluded	Excluded	new_screen			2						
1647	ModelGuidance	Prediction of the Fresh Performance of Steel Fiber Reinforced Self-Compacting Concrete Using Quadratic SVM and Weighted KNN Models			O. Altay; M. Ulas; K. E. Alyamac	IEEE Access					Excluded	Excluded	new_screen			2						
1648	ModelGuidance	A cooperative agent-based scheduling repair method for managing disruptions in complex organisations			Fournier, S.; Ferrarini, A.; Cauvin, A.	Proceedings of the 2011 20th IEEE International Workshops on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE 2011					Excluded	Excluded	new_screen			2						
1649	ModelGuidance	A model for accounting standards and its applications			Teller, P.	Proceedings of the 2nd International Conference on Research Challenges in Information Science, RCIS 2008					Excluded	Excluded	new_screen			2						
1650	ModelGuidance	A PAAS-Based framework for automated performance analysis of service-oriented systems			D'Ambrogio, A.; Bocciarelli, P.; Mastromattei, A.	Proceedings - Winter Simulation Conference					Excluded	Excluded	new_screen			2						
1651	ModelGuidance	Software process improvement in small and medium software enterprises: a systematic review			Pino, Francisco J.; Garcia, Felix; Piattini, Mario	SOFTWARE QUALITY JOURNAL					Excluded	Excluded	new_screen			2						
1652	ModelGuidance	OPC unified architecture: A service-oriented architecture for smart grids			Lehnhoff, S.; Rohjans, S.; Uslar, M.; Mahnke, W.	2012 1st International Workshop on Software Engineering Challenges for the Smart Grid, SE-SmartGrids 2012 - Proceedings					Excluded	Excluded	new_screen			2						
1653	ModelGuidance	Automated clustering of metamodel repositories			Basciani, F.; Rocco, J.D.; Ruscio, D.D.; Iovino, L.; Pierantonio, A.	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)					Excluded	Excluded	new_screen			2						
1654	ModelGuidance	Specifying and verifying real-time self-adaptive systems			Camilli, M.; Gargantini, A.; Scandurra, P.	2015 IEEE 26th International Symposium on Software Reliability Engineering, ISSRE 2015					Excluded	Excluded	new_screen			2						
1655	ModelGuidance	An object-oriented model in support of context-aware mobile applications			Dobslaw, F.; Larsson, A.; Kanter, T.; Walters, J.	Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering					ConflictExcluded	Excluded	new_screen			2						
1656	ModelGuidance	A rigorous approach to requirements validation			Sukumaran, S.; Sreenivas, A.; Venkatesh, R.	Proceedings - 4th IEEE International Conference on Software Engineering and Formal Methods, SEFM 2006					Excluded	Excluded	new_screen			2						
1657	ModelGuidance	Automated Classification of Overfitting Patches With Statically Extracted Code Features			Ye, He; Gu, Jian; Martinez, Matias; Durieux, Thomas; Monperrus, Martin	IEEE TRANSACTIONS ON SOFTWARE ENGINEERING					Excluded	Excluded	new_screen			2						
1658	ModelGuidance	Activity Taxonomy: Selecting Modeling Elements for Interactive Systems			Villegas, Maria L.; Collazos, César A.; Giraldo, William J.; González, Juan M.; Guerrero, Josefina	Proceedings of the XVII International Conference on Human Computer Interaction					Excluded	Excluded	new_screen			2						
1659	ModelGuidance	Towards a Client-Oriented Model of Types and States in Service-Oriented Development			C. Atkinson; P. Bostan	2009 IEEE International Enterprise Distributed Object Computing Conference					Excluded	Excluded	new_screen			2						
1660	ModelGuidance	Style-based modeling and refinement of service-oriented architectures: A graph transformation-base approach			Baresi, L.; Heckel, R.; Thöne, S.; Varró, D.	Software and Systems Modeling					Excluded	Excluded	new_screen			2						
1661	ModelGuidance	A test class framework for generating test cases from Z specifications			Miao Huaikou; Liu Ling	Proceedings Sixth IEEE International Conference on Engineering of Complex Computer Systems. ICECCS 2000					Excluded	Excluded	new_screen			2						
1662	ModelGuidance	Enabling Dynamic Metamodels through Constraint-Driven Modeling			Demuth, Andreas	Proceedings of the 34th International Conference on Software Engineering					Excluded	Excluded	new_screen			2						
1663	ModelGuidance	Logical user interface modeling for multimedia embedded systems			Kim, S.	Communications in Computer and Information Science					Excluded	Excluded	new_screen			2						
1664	ModelGuidance	Parametric Spatio-temporal Modeling and Safety Verifying for T2T-CBTC Systems			Q. Zhao; J. Liu; X. Chen; T. Li; J. Sun; L. Zhang	2021 International Symposium on Theoretical Aspects of Software Engineering (TASE)					Excluded	Excluded	new_screen			2						
1665	ModelGuidance	Randomized Model Generation for Performance Testing of Model Transformations			H. Xiao; Z. Tian; M. Zhiyi; S. Weizhong	2014 IEEE 38th Annual Computer Software and Applications Conference					Excluded	Excluded	new_screen			2						
1666	ModelGuidance	Simulation optimization in discrete event logistics systems: The challenge of operational control			Sprock, T.; Mcginnis, L.F.	Proceedings - Winter Simulation Conference					Excluded	Excluded	new_screen			2						
1667	ModelGuidance	A data-centric approach to optimize time in workflow-based business process			Zhang, Y.; Perry, D.E.	Proceedings - 2014 IEEE International Conference on Services Computing, SCC 2014					Excluded	Excluded	new_screen			2						
1668	ModelGuidance	A multi-views modeling approach for product lifecycle management in supply chain			Jiang, L.; Xu, B.; Cai, H.	Proceedings of the 2012 IEEE 16th International Conference on Computer Supported Cooperative Work in Design, CSCWD 2012					Excluded	Excluded	new_screen			2						
1669	ModelGuidance	A Context and Augmented Reality BPMN and BPMS Extension for Industrial Internet of Things Processes			Grambow, G.; Hieber, D.; Oberhauser, R.; Pogolski, C.	Lecture Notes in Business Information Processing					Excluded	Excluded	new_screen			2						
1670	ModelGuidance	Combined modelling method			O. Zamyatina; E. Dmitrieva; G. Tsapk	7th Korea-Russia International Symposium on Science and Technology, Proceedings KORUS 2003. (IEEE Cat. No.03EX737)					Excluded	Excluded	new_screen			2						
1671	ModelGuidance	Key considerations in the translation of legacy embedded control software to model based executable specifications			Baloh, M.; Raghav, G.; Sivashankar, S.	Proceedings of the IEEE International Conference on Control Applications					Excluded	Excluded	new_screen			2						
1672	ModelGuidance	TCLiVi: Transmission Control in Live Video Streaming Based on Deep Reinforcement Learning			Cui, L.; Su, D.; Yang, S.; Wang, Z.; Ming, Z.	IEEE Transactions on Multimedia					Excluded	Excluded	new_screen			2						
1673	ModelGuidance	ALBA: a model-driven framework for the automatic generation of android location-based apps			Gharaat, Mohammadali; Sharbaf, Mohammadreza; Zamani, Bahman; Hamou-Lhadj, Abdelwahab	AUTOMATED SOFTWARE ENGINEERING					Excluded	Excluded	new_screen			2						
1674	ModelGuidance	A simulation-based CDS approach: Automated generation of simulation models based from generated concept model graphs			Muenzer, C.; Shea, K.	Proceedings of the ASME Design Engineering Technical Conference					Excluded	Excluded	new_screen			2						
1675	ModelGuidance	Agile IT: Thinking in User-Centric Models			Margaria, T.; Steffen, B.	Communications in Computer and Information Science					Excluded	Excluded	new_screen			2						
1676	ModelGuidance	Modelling temporality and subjectivity in ConML: Short paper			Gonzalez-Perez, C.	Proceedings - International Conference on Research Challenges in Information Science					Excluded	Excluded	new_screen			2						
1677	ModelGuidance	From UML statecharts and collaboration diagrams to coloured Petri Nets models: A graph transformation based approach for modelling and analysis of business processes in Virtual Enterprises			ElMansouri, R.; Chaoui, A.; Kerkouche, E.; Khalfaoui, K.	2009 4th South-East European Workshop on Formal Methods: Formal Methods for Web Services; Formal Methods for Agent-Based Systems, SEEFM 2009					Excluded	Excluded	new_screen			2						
1678	ModelGuidance	Real-time process algebra and its applications			Wang, Y.	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)					Excluded	Excluded	new_screen			2						
1679	ModelGuidance	Transition Coverage Testing for Simulink/Stateflow Models Using Messy Genetic Algorithms			Oh, Jungsup; Harman, Mark; Yoo, Shin	Proceedings of the 13th Annual Conference on Genetic and Evolutionary Computation					Excluded	Excluded	new_screen			2						
1680	ModelGuidance	Deriving UML-based specifications of inter-component interactions from runtime tests			Haendler, T.; Sobernig, S.; Strembeck, M.	Proceedings of the ACM Symposium on Applied Computing					Excluded	Excluded	new_screen			2						
1681	ModelGuidance	A new approach to defining corrective control actions in case of infeasible operating situations			A. G. C. Conceicao; C. A. Castro	2001 IEEE Porto Power Tech Proceedings (Cat. No.01EX502)					Excluded	Excluded	new_screen			2						
1682	ModelGuidance	Industrial and business systems for Smart Cities			Amaba, B.	EMASC 2014 - Proceedings of the 1st International Workshop on Emerging Multimedia Applications and Services for Smart Cities, Workshop of MM 2014					Excluded	Excluded	new_screen			2						
1683	ModelGuidance	The method engineering process for multi-agent system development			Xue, X.; Zhang, X.; Zeng, Z.	Proceedings of the World Congress on Intelligent Control and Automation (WCICA)					Excluded	Excluded	new_screen			2						
1684	ModelGuidance	An investigation on the occurrence of service requests in commercial software applications			Succi, G; Pedrycz, W; Stefanovic, M; Russo, B	EMPIRICAL SOFTWARE ENGINEERING					Excluded	Excluded	new_screen			2						
1685	ModelGuidance	PRESEnCE: Performance Metrics Models for Cloud SaaS Web Services			Ibrahim, A.A.Z.A.; Wasim, M.U.; Varrette, S.; Bouvry, P.	IEEE International Conference on Cloud Computing, CLOUD					Excluded	Excluded	new_screen			2						
1686	ModelGuidance	SysML modeling of service-oriented system-of-systems			Delsing, Jerker; Kulcsar, Geza; Haugen, Oystein	INNOVATIONS IN SYSTEMS AND SOFTWARE ENGINEERING					Excluded	Excluded	new_screen			2						
1687	ModelGuidance	Model-based self-adaptive components: A preliminary approach			Rodrigues, P.; Lupu, E.	Imperial College Computing Student Workshop - Proceedings of ICCSW'11					Excluded	Excluded	new_screen			2						
1688	ModelGuidance	Evaluation of IT systems considering characteristics as system of systems			Kimura, D.; Osaki, T.; Yanoo, K.; Izukura, S.; Sakaki, H.; Kobayashi, A.	Proceedings of 2011 6th International Conference on System of Systems Engineering: SoSE in Cloud Computing, Smart Grid, and Cyber Security, SoSE 2011					Excluded	Excluded	new_screen			2						
1689	ModelGuidance	MSCryptoNet: Multi-Scheme Privacy-Preserving Deep Learning in Cloud Computing			O. -A. Kwabena; Z. Qin; T. Zhuang; Z. Qin	IEEE Access					Excluded	Excluded	new_screen			2						
1690	ModelGuidance	Predicting Field Reliability			Rotella, Pete; Chulani, Sunita; Goyal, Devesh	Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering					Excluded	Excluded	new_screen			2						
1691	ModelGuidance	Agent paradigm for adaptable architecture			Ramdane-Cherif, A.; Levy, N.; Losavio, F.	Journal of Object Technology					Excluded	Excluded	new_screen			2						
1692	ModelGuidance	Approaches for test case generation from UML diagrams			Schweighofer, T.; Čko, M.H.	CEUR Workshop Proceedings					Excluded	Excluded	new_screen			2						
1693	ModelGuidance	Conceptual model evaluation. Towards more paradigmatic rigor			Jan, R.	CEUR Workshop Proceedings					Excluded	Excluded	new_screen			2						
1694	ModelGuidance	Dynamic non-parametric joint sentiment topic mixture model			Fu, X.; Yang, K.; Huang, J.Z.; Cui, L.	Knowledge-Based Systems					Excluded	Excluded	new_screen			2						
1695	ModelGuidance	An Integrated Approach to Porting Large Scientific Applications to GPUs			B. Van Werkhoven; P. Hijma	2015 IEEE 11th International Conference on e-Science					Excluded	Excluded	new_screen			2						
1696	ModelGuidance	Dynamic model extraction and statistical analysis of Web applications			Tonella, P.; Ricca, F.	Proceedings - 4th International Workshop on Web Site Evolution, WSE 2002					Excluded	Excluded	new_screen			2						
1697	ModelGuidance	On lions, impala, and bigraphs: Modelling interactions in physical/virtual spaces			Benford, S.; Calder, M.; Rodden, T.; Sevegnani, M.	ACM Transactions on Computer-Human Interaction					Excluded	Excluded	new_screen			2						
1698	ModelGuidance	An approach for QoS contract negotiation in distributed component-based software			Mulugeta, M.; Schill, A.	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)					Excluded	Excluded	new_screen			2						
1699	ModelGuidance	Domain-Specific Analysis of Mobile App Reviews Using Keyword-Assisted Topic Models			M. Tushev; F. Ebrahimi; A. Mahmoud	2022 IEEE/ACM 44th International Conference on Software Engineering (ICSE)					Excluded	Excluded	new_screen			2						
1700	ModelGuidance	Checking the European railways traffic management system (ERTMS) operating rules using UML and the B method			Ben Ayed, R.; Bon, P.; Collart-Dutilleul, S.	WIT Transactions on the Built Environment					Excluded	Excluded	new_screen			2						
1701	ModelGuidance	Code similarity detection through control statement and program features			Sudhamani, M.; Rangarajan, Lalitha	EXPERT SYSTEMS WITH APPLICATIONS					Excluded	Excluded	new_screen			2						
1702	ModelGuidance	Automated Goal Model Extraction from User Stories Using NLP			Gunes, T.; Aydemir, F.B.	Proceedings of the IEEE International Conference on Requirements Engineering					Excluded	Excluded	new_screen			2						
1703	ModelGuidance	A machine learning-based static analysis warning prioritization			Qing, M.; Feng, X.; Luo, J.; Huang, W.; Zhang, J.; Wang, P.; Fan, Y.; Ge, X.; Pan, Y.	Proceedings - 2021 21st International Conference on Software Quality, Reliability and Security Companion, QRS-C 2021					Excluded	Excluded	new_screen			2						
1704	ModelGuidance	Reliability and safety of autonomous systems based on semantic modelling for self-certification			Zaki, O.; Dunnigan, M.; Robu, V.; Flynn, D.	Robotics					Excluded	Excluded	new_screen			2						
1705	ModelGuidance	A study on a simplified modeling algorithm and its application in rail transit network			Su, H.; He, J.; Xu, X.; Feng, J.	Proceedings - 2009 International Conference on Computational Intelligence and Software Engineering, CiSE 2009					Excluded	Excluded	new_screen			2						
1706	ModelGuidance	Practical Points for the Software Development of an Agent-Based Model of a Coupled Human-Natural System			Rovere, Santiago L.; North, Michael J.; Podesta, Guillermo P.; Bert, Federico E.	IEEE ACCESS					Excluded	Excluded	new_screen			2						
1707	ModelGuidance	Formal-driven conceptualization and prototyping of hypermedia applications			Navarro, A; Fernandez-Manjon, B; Fernandez-Valmayor, A; Sierra, JL	FUNDAMENTAL APPROACHES TO SOFTWARE ENGINEERING, PROCEEDINGS					Excluded	Excluded	new_screen			2						
1708	ModelGuidance	Compositional specification of functionality and timing of manufacturing systems			Van Der Sanden, B.; Bastos, J.; Voeten, J.; Geilen, M.; Reniers, M.; Basten, T.; Jacobs, J.; Schiffelers, R.	Forum on Specification and Design Languages					Excluded	Excluded	new_screen			2						
1709	ModelGuidance	Three applications of aspect technology			Courbis, C.; Lesaint, D.; Mihailescu, P.	BT TECHNOLOGY JOURNAL					Excluded	Excluded	new_screen			2						
1710	ModelGuidance	Towards a process modeling language for method engineering support			Niknafs, A.; Asadi, M.	2009 WRI World Congress on Computer Science and Information Engineering, CSIE 2009					Excluded	Excluded	new_screen			2						
1711	ModelGuidance	Model-driven support for product line evolution on feature level			Pleuss, Andreas; Botterweck, Goetz; Dhungana, Deepak; Polzer, Andreas; Kowalewski, Stefan	JOURNAL OF SYSTEMS AND SOFTWARE					Excluded	Excluded	new_screen			2						
1712	ModelGuidance	Scientific Workflow Clustering and Recommendation Leveraging Layer Hierarchical Analysis			Z. Zhou; Z. Cheng; L. -J. Zhang; W. Gaaloul; K. Ning	IEEE Transactions on Services Computing					Excluded	Excluded	new_screen			2						
1713	ModelGuidance	Stability Analysis of An e-SEIR System in Network Society			S. -T. Ge; Z. Liu; L. Kang; Z. Yuan; G. Yao; R. Lin	2018 International Conference on Security, Pattern Analysis, and Cybernetics (SPAC)					Excluded	Excluded	new_screen			2						
1714	ModelGuidance	Organization of Remote Interaction Between Lecturer and Student During Completion of Study Assignment			K. Z. Ye; N. Y. Sokolova; Y. S. Shevnina	2021 IEEE Conference of Russian Young Researchers in Electrical and Electronic Engineering (ElConRus)					Excluded	Excluded	new_screen			2						
1715	ModelGuidance	Fault modeling for nonlinear systems using ANFIS			Khosravi, A.; Lu, J.	Proceedings of the International Multiconference on Computer Science and Information Technology, IMCSIT					Excluded	Excluded	new_screen			2						
1716	ModelGuidance	Situation Inference by Fusion of Opportunistically Available Contexts			J. Wang; Y. Wang; H. Ren; D. Zhang	2014 IEEE 11th Intl Conf on Ubiquitous Intelligence and Computing and 2014 IEEE 11th Intl Conf on Autonomic and Trusted Computing and 2014 IEEE 14th Intl Conf on Scalable Computing and Communications and Its Associated Workshops					Excluded	Excluded	new_screen			2						
1717	ModelGuidance	A Model-Driven Approach for Dynamic Web Service Composition			C. Zhao; Z. Duan; M. Zhang	2009 WRI World Congress on Software Engineering					Excluded	Excluded	new_screen			2						
1718	ModelGuidance	An analysis of the keys to the executable domain-specific model			Duan, Q.; Liu, J.; Liang, Z.; Kang, H.; Sun, X.	Advances in Intelligent Systems and Computing					Excluded	Excluded	new_screen			2						
1719	ModelGuidance	The application of business activity diagram to capture use case			Z. Wang	2013 IEEE Third International Conference on Information Science and Technology (ICIST)					Excluded	Excluded	new_screen			2						
1720	ModelGuidance	A Collaborative Approach for Improvisation and Refinement of Requirement Prioritization Process			Gupta, Ankita; Gupta, Chetna	JOURNAL OF INFORMATION TECHNOLOGY RESEARCH					Excluded	Excluded	new_screen			2						
1721	ModelGuidance	Temporal description logics over finite traces			Artale, A.; Mazzullo, A.; Ozaki, A.	CEUR Workshop Proceedings					Excluded	Excluded	new_screen			2						
1722	ModelGuidance	Defining and Validating a Feature-Driven Requirements Engineering Approach			de Oliveira, Raphael Pereira; Blanes, David; Gonzalez-Huerta, Javier; Insfran, Emilio; Abrahao, Silvia; Cohen, Sholom; de Almeida, Eduardo Santana	JOURNAL OF UNIVERSAL COMPUTER SCIENCE					Excluded	Excluded	new_screen			2						
1723	ModelGuidance	Background modeling by stability of adaptive features in complex scenes			Yang, D.; Zhao, C.; Zhang, X.; Huang, S.	IEEE Transactions on Image Processing					Excluded	Excluded	new_screen			2						
1724	ModelGuidance	Impact of policy design on workflow resiliency computation time			Mace, J.C.; Morisset, C.; Van Moorsel, A.	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)					Excluded	Excluded	new_screen			2						
1725	ModelGuidance	On the Use of LTSs to Analyze Software Product Line Products Composed of Features			Nummenmaa, J.; Nummenmaa, T.; Zhang, Z.	Advances in Intelligent Systems and Computing					Excluded	Excluded	new_screen			2						
1726	ModelGuidance	"Impact of Software Quality on ""gA-FC"" Software Testing Technique"			Hooda, S.; Lamba, V.; Kaur, S.; Sharma, V.K.; Kumar, R.; Sood, V.	Proceedings of International Conference on Computational Intelligence and Sustainable Engineering Solution, CISES 2022					Excluded	Excluded	new_screen			2						
1727	ModelGuidance	Development of a software application for machine tool reconfiguration using a knowledge-based engineering system approach			Hincapie, M.; Guemes, D.; Contero, M.; Ramirez, M.; Diaz, C.	International Journal of Knowledge-Based and Intelligent Engineering Systems					Excluded	Excluded	new_screen			2						
1728	ModelGuidance	Optimization weather parameters influencing rainfall prediction using Adaptive Network-Based Fuzzy Inference Systems (ANFIS) and linier regression			Munandar, D.	Proceedings of 2015 International Conference on Data and Software Engineering, ICODSE 2015					Excluded	Excluded	new_screen			2						
1729	ModelGuidance	Sustainability integration aspects in modeling and engineering enterprises				22nd International Conference on Production Research, ICPR 2013					Excluded	Excluded	new_screen			2						
1730	ModelGuidance	A philosophy and software tool for teaching and learning signal processing and communication systems			Gunther, J.; Eames, B.; Nelson, D.	ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings					Excluded	Excluded	new_screen			2						
1731	ModelGuidance	Formalizing UML-based process models using graph transformations			Schleicher, A.	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)					Excluded	Excluded	new_screen			2						
1732	ModelGuidance	A Graph Analysis Based Approach for Specification-Driven Testing of Model Transformations			T. -H. Nguyen; D. -H. Dang	2021 8th NAFOSTED Conference on Information and Computer Science (NICS)					Excluded	Excluded	new_screen			2						
1733	ModelGuidance	Multiple Attributes Decision Fusion for Wireless Sensor Networks Based on Intuitionistic Fuzzy Set			Zhang, Z.; Hao, Z.; Zeadally, S.; Zhang, J.; Han, B.; Chao, H.-C.	IEEE Access					Excluded	Excluded	new_screen			2						
1734	ModelGuidance	Generative software development			Rumpe, B.; Schindler, M.; Völkel, S.; Weisemöller, I.	Proceedings - International Conference on Software Engineering					Excluded	Excluded	new_screen			2						
1735	ModelGuidance	An OWL-based ontological approach to RAD modeling of human interactions for business collaboration			Lee, J.; Seo, W.; Kim, K.; Kim, C.-H.	Expert Systems with Applications					Excluded	Excluded	new_screen			2						
1736	ModelGuidance	Combining UML class and activity diagrams for MDA generation of MVC 2 web applications			Rahmouni, M.; Mbarki, S.	International Review on Computers and Software					Excluded	Excluded	new_screen			2						
1737	ModelGuidance	Deployment experience toward core abstractions for context aware applications			Finke, M.; Blackstock, M.; Lea, R.	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)					Excluded	Excluded	new_screen			2						
1738	ModelGuidance	Runtime verification of interactions: From MSCs to aspects			Krüger, I.H.; Meisinger, M.; Menarini, M.	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)					Excluded	Excluded	new_screen			2						
1739	ModelGuidance	Conceiving the Model-Driven Smart Factory			Cadavid, Juan; Alférez, Mauricio; Gérard, Sébastien; Tessier, Patrick	Proceedings of the 2015 International Conference on Software and System Process					Excluded	Excluded	new_screen			2						
1740	ModelGuidance	Software development with Petri nets and agents: Approach, frameworks and tool set			Cabac, L.; Haustermann, M.; Mosteller, D.	Science of Computer Programming					Excluded	Excluded	new_screen			2						
1741	ModelGuidance	Analyzing functional changes in BPMN models using COSMIC			Khlif, W.; Haoues, M.; Sellami, A.; Ben-Abdallah, H.	ICSOFT 2017 - Proceedings of the 12th International Conference on Software Technologies					Excluded	Excluded	new_screen			2						
1742	ModelGuidance	Modeling tools for social coding			Watanabe, M.; Watanobe, Y.; Vazhenin, A.	Communications in Computer and Information Science					Excluded	Excluded	new_screen			2						
1743	ModelGuidance	UML based reverse engineering for the verification of railway control logics			Abbaneo, C.; Flammini, F.; Lazzaro, A.; Marmo, P.; Mazzocca, N.; Sanseviero, A.	Proceedings of International Conference on Dependability of Computer Systems, DepCoS-RELCOMEX 2006					Excluded	Excluded	new_screen			2						
1744	ModelGuidance	Service environment model for continuous optimization execution of software services			Na, J.; Zhang, B.; Zhang, L.; Zhu, Z.-L.	Dongbei Daxue Xuebao/Journal of Northeastern University					Excluded	Excluded	new_screen			2						
1745	ModelGuidance	Domain knowledge representation for programming teaching			Castillo, E.J.A.; Estrada, L.G.; Senti, V.E.	IEEE Latin America Transactions					Excluded	Excluded	new_screen			2						
1746	ModelGuidance	Analysis and design of open multiagent normative systems [Análisis y diseño de sistemas multiagente normativos abiertos]			Garcia, E.; Giret, A.	Inteligencia Artificial					Excluded	Excluded	new_screen			2						
