	key	project	title	abstract	keywords	authors	venue	doi	references	pages	bibtex	screened_decision	final_decision	mode	inclusion_criteria	exclusion_criteria	reviewer_count	source	year	meta_title	link	publisher	metadata_missing
2263		ModelingAssist	A Model-driven framework for the Prevention of DoS Attack in Software Defined Networking (SDN)									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2264		ModelingAssist	Software testing and validation with reactis									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2266		ModelingAssist	The object contraint lenguage: getting your models ready for MDA									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2267		ModelingAssist	Specifiying JAVACARD API in OCL									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2268		ModelingAssist	Rational software architect									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2269		ModelingAssist	Universal Symbolic execution and its application to likely data structure invariant generation									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2270		ModelingAssist	An approach to testing java implementation againts its unified modeling language									Included	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2271		ModelingAssist	Introduction to software testing									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2272		ModelingAssist	Automated size analysis fro OCL									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2273		ModelingAssist	The Sat4j library, realease 2.2									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2274		ModelingAssist	Featherweight java: a miminal core calculus for Java and GJ									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2275		ModelingAssist	Efficient software model checking of data structure properties									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2276		ModelingAssist	CUTE: A concolic unit testing engine for C									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2277		ModelingAssist	Automated concolic testing of smartphone apps									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2278		ModelingAssist	Eclipse Modeling  - MDT									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2279		ModelingAssist	Object constraint language									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2280		ModelingAssist	Concolic execution of java bytecode									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2281		ModelingAssist	Project									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2282		ModelingAssist	Formalization of the whole-part relationship in the Unified Modeling Language									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2283		ModelingAssist	Ownership types for object encapsulation									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2284		ModelingAssist	Recovering binary class relationships: putting icing on the UML cake									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2285		ModelingAssist	Korat: Automated testing based on Java predicates									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2286		ModelingAssist	Consistency analysis of UML class and sequence diagramas using attributed graph grammars									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2287		ModelingAssist	Checking consistency in UML diagramas: classes and state machines									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2288		ModelingAssist	Consistecy checking of UML requirements									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2289		ModelingAssist	UML-based design test generation									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2290		ModelingAssist	Checking the correspondence between models and implementation									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2291		ModelingAssist	Precise identification of composition relationships for UML class diagrams									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2292		ModelingAssist	Application of UML associations and ther adornments in design recovery									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2293		ModelingAssist	Using UML collaboration diagrams for static checking and test generation									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2294		ModelingAssist	Combining UML sequence and state machine diagramas									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2295		ModelingAssist	Visual constraints diagramas: runtime conformance checking of uml object model vs implementations									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2296		ModelingAssist	Saving the world from bas beans: development time confinement checking									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2297		ModelingAssist	Islands: aliasing protection in object-oriented languages									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2298		ModelingAssist	Alias annotations for program undestanding									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2299		ModelingAssist	Validation of UML and OCL models by automatic snapshot generation									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2300		ModelingAssist	Testing model transfomrations: a case for test genreation from input domain models									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2301		ModelingAssist	A TL test: a white-box test generation approach for ATL transformations									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2302		ModelingAssist	TETRABox - a generic withe -box testing framework fro model transformations									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2303		ModelingAssist	Model checking programs									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2304		ModelingAssist	TestEra: a novel framework for automated									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2305		ModelingAssist	UML-based pattern specification technique									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2306		ModelingAssist	Evaluating pattern conformance of UML models: a divide-and-cponquer approach and case studies									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2307		ModelingAssist	A Model driven approach for device driven development									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2308		ModelingAssist	Appliying Model-Driven engineering to distributted ledger deployment									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2309		ModelingAssist	College multimedia teaching system devise and applicaiton evaluation									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2310		ModelingAssist	The 1+5 Architectural views model in designing blockchain and IT system integration solution									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2311		ModelingAssist	Consinuous delivery of blockchain distributed applications									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2312		ModelingAssist	Process mining: a research agenda									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2313		ModelingAssist	Rethinling CSCW systems: the architecture of Milano									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2314		ModelingAssist	What a To-Do: Studies of task management towards the design of a personal task list manager									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2315		ModelingAssist	How can cooperative work tools support dynamic group process? Brindging the specifity frontier									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2316		ModelingAssist	Contextual design: defining customer-centered systems									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2317		ModelingAssist	What's wrong with speech-act theory									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2319		ModelingAssist	Increase Business agility with BPM Suites									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2320		ModelingAssist	Evolving workflows by user-driven coordination									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2321		ModelingAssist	From lightweight, proactive information delivery to business process-oriented knowledge management									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2322		ModelingAssist	Jboss Business Processs Management, JBPM									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2323		ModelingAssist	Interactive process models (PhD Thesis)									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2324		ModelingAssist	Your Wish is My Comman: Programming by example									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2325		ModelingAssist	End-user development									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2326		ModelingAssist	User-tailoreable systems: pressing the issues with buttons									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2327		ModelingAssist	Tailoring as collaboration: the mediating role of multiple representations and application units									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2328		ModelingAssist	BPMN									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2329		ModelingAssist	Challenges for business process and task management									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2330		ModelingAssist	Anforderungen an die workflow untersyutzung fur wissensintisive geschäftsprozesse									Excluded	ConflictExcluded	snowballing		E3: The proposal is not written in English	2						
2331		ModelingAssist	A framework for light-weight composition and management of ad-hoc business process									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2332		ModelingAssist	What you See and Do is What You get: A Human centric design approach to Human-centric process									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2333		ModelingAssist	CONTASK: Context-Sensitive Task Assistance in the Semantic Desktop									Included	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2334		ModelingAssist	Towards Process-Oriented Recommender Capabilities in Flexible process Environments--state of the art									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2336		ModelingAssist	XVSM Micro-Room Process Modeler									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2337		ModelingAssist	Applying Processes for User-Driven Refinement of People Activities									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2338		ModelingAssist	Blending Ad Hoc and Formal Workflow Models in Support of Different Stakeholders needs									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2339		ModelingAssist	Business Performer-Centered Design of User interfaces									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2340		ModelingAssist	Viewpoint consistency in Z and LOTOS: a case study									Included	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2341		ModelingAssist	A Methodology for Specifying and Analyzing Consistency of Object-Oriented Behavioral Models									Included	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2342		ModelingAssist	Formal Systems Europe									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2343		ModelingAssist	Communicating sequential processes									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2344		ModelingAssist	Object Management Group, Model driven architecture									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2345		ModelingAssist	Unified Modelling Language Specification									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2346		ModelingAssist	UML+ROOM as a standard ADL?									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2347		ModelingAssist	Using UML for modeling complex real-time systems									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2349		ModelingAssist	Quantitative evaluation of model consistency evolution in compositional service-oriented simulation using a cnnected hyper-diagraph									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2350		ModelingAssist	On model compatibility with referees and contexts									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2352		ModelingAssist	An observer-based notion of model inheritance									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2354		ModelingAssist	Generation of repair plans for change propagation									Included	Included	snowballing			2						
2356		ModelingAssist	Finding a Path to Model Consistency									Included	Included	snowballing			2						
2358		ModelingAssist	Formal Verification of consistency in model-driven development of distributed communicating systems and ommmuncation protocols									Included	Included	snowballing			2						
2359		ModelingAssist	Consistency Checking of Statechart diagrams of a class herarchy									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2360		ModelingAssist	Consistency Checking of Sequence Diagrams and Statechart diagrams using the pi-calculus									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2361		ModelingAssist	A formal object-oriented approach to degfining consistency constraints for UML models									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2362		ModelingAssist	An attempt at analysing the consistency problems in the UML from a classical algebraic viewpoint									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2363		ModelingAssist	Ontologiebasierte Vorgehensweise zur Modellierung komponentenorientierter Web-Anwendungen									Excluded	ConflictExcluded	snowballing		E3: The proposal is not written in English	2						
2364		ModelingAssist	A traceability approach from i* and uml models									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2365		ModelingAssist	Classification of model transformation approaches									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2366		ModelingAssist	MDA when a major software industry trend meets our toolset									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2367		ModelingAssist	Rule-based specification of behavioral consistency based on the uml meta-model									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2368		ModelingAssist	UML collaboration diagrams and their transformation to java									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2369		ModelingAssist	Consistency checking for multiple view software architectures									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2370		ModelingAssist	The model driven architecture: practice and promise									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2371		ModelingAssist	Traceability: taming uncontrolled change in software development									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2372		ModelingAssist	Codex - an automatic model view controller engineering system									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2373		ModelingAssist	Meta object family (MOF) specification version 1.4									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2374		ModelingAssist	Unified modelling language (UML) specification									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2375		ModelingAssist	Extending the UML meta-model to support software refinement									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2376		ModelingAssist	Mathematical model transformations for system verification									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2377		ModelingAssist	The object contraint language: precise modeling with UML									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2378		ModelingAssist	View consistency in software development									Excluded	ConflictExcluded	snowballing	I1: Is the paper exclusively dedicated to a particular proposal, rather than being a compilation of proposals, aimed at assisting users during modelling tasks in MDSE tools? Compilation of proposals like literature reviews, systematic mappings, or systematic literature reviews does not fulfil I1.		2						
2379		ModelingAssist	Modeling strategic relationships for process reenginering									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2380		ModelingAssist	UML glossary									Excluded	ConflictExcluded	snowballing		E4: The proposal is not a peer-reviewed publication	2						
2381		ModelingAssist	A service dependency model for multiple service version synchronization									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2384		ModelingAssist	Change management in multi-viewpoint system using ASP									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2385		ModelingAssist	An approach for extracting workflows from e-commenrce applications									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2386		ModelingAssist	Traceability for the maintenance of secure software									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2387		ModelingAssist	Using formal concept analysis to establish model dependencies									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2388		ModelingAssist	Morpheus: smeantics-based incremental change propagation in SOA-based solutions									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2389		ModelingAssist	Requirements management tool with evolving traceability for heterogeneous artifacts in the entire life cycle									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2390		ModelingAssist	using traceability to support SOA impact analysis									Excluded	ConflictExcluded	snowballing		E1: The proposal’s main contribution is not to assist users during modelling in MDSE tools. If assisting users during modelling tasks is not the main contribution, we exclude the proposal using E1.	2						
2391		ModelingAssist	Merging of use case models: semantic funcations									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
2393		ModelingAssist	A generative approach to change-driven consistency in multi-view modeling									Excluded	ConflictExcluded	snowballing	I2: Is the proposal designed to assist users during modelling tasks in MDSE tools? We focus on proposals that assist users during modelling tasks in MDSE tools, including—but not limited to—modelling, model tracing, model debugging, model re-pair, and model validation, among others.		2						
