project	key	title	abstract	doi	decision	mode	exclusion_criteria	reviewer_count
	IEEE291_F1	Dynamic difficulty adjustment of rehabilitation tasks throughreal-time emotion feedback and performance,	"The  decision  of  proper  difficulty  level  for  patients  in  robot-assisted  rehabilitation  while 
keeping  them  engaged  is  still  an  open  challenge.  We  develop  an  adaptive  robot-assisted 
rehabilitation  therapy  to  challenge  the  subjects  by  changing  the  difficulty  level  of  the 
rehabilitation  task  considering  their  performance  (score)  (Performance  Feedback  Based 
Adjustment  (PFBA)),  their  emotions  through  physiological  signals  (skin  conductance) 
(Physiological Feedback Based Adjustment (PHFBA)), and both performance and emotions 
at  the  same  time  (Performance  and  Physiological  Feedback  Based  Adjustment  (PPFBA)). 
The concept is evaluated in 20 healthy subjects performing the tasks with an upper-extremity 
exoskeleton RehabRoby. The system adapts difficulty levels of the tasks by maintaining the 
subject’s performance, and skin conductance at a moderate level to balance the engagement, 
and challenge for each subject. The mean difficulty level distribution showed that PHFBA 
on the average suggests slightly easier difficulty levels (2.62±0.43, mean±std) to the subjects 
than PFBA (5.93±0.88, mean±std) and PPFBA (3.99±0.38, mean±std).  Easier difficulty 
level adjustment resulted in less engaged subjects and correspondingly lower subjects’ skin 
conductance  response  (SCR)  (9.35±8.9,  mean±std)  and  heart  rate  (HR)  (89.27±9.35, 
mean±std) values in PHFBA compared to PFBA and PPFBA. Additionally, easier difficulty 
level adjustment resulted in lower valence value (5.7±0.95, mean±std), arousal (5.45±1.6, 
mean±std) and dominance (5.9±1.5, mean±std) subjective ratings in PHFBA  compared to 
PFBA  and  PPFBA.  It was also noted that the difficulty variance of PPFBA (4.97±2.06, 
mean±std)  was higher  than  PFBA  (1.48±0.49,  mean±std)  and  PHFBA  (3.52±1.41, 
mean±std) which meant that PPFBA offered wider levels to each subject. A wider variety of 
difficulty level suggestions might increase the amazement experienced by the subject, and 
the  subject  might  become  more  engaged  in  the  rehabilitation  task,  and  consequently, 
Meantemp  value  in  PPFBA  (1.33±1.5,  mean±std)  was  lower  than  the  PFBA  (2.39±1.78, 
mean±std) and PHFBA (2.03±1.58, mean±std). 
    "		Ex	new_screen		
	IEEE291_F2	Ski for squat: A squat exergame with pneumatic gel muscle-based dynamic difficulty adjustment,	We propose a safe design of squat exergame to maintain lower extremity strength that includes Dynamic Difficulty Adjustment (DDA). This is to optimise the game difficulty according to a Knee Shakiness (KS) parameter. We modulated two parameters to implement DDA namely, movement speed and Pneumatic Gel Muscle (PGM)-based assistance. The movement speed of the user relates to the frequency of squatting, and the PGM-based assistance was provided by pneumatic actuators called PGMs attached on the hip and knee joints of the lower extremity. We provided variable PGM-based assistance during the onset phase of the squat and a fixed PGM-based resistance during the end phase of the squat. We used collectible spherical objects in the exergame to maintain a good squat posture. The squat posture parameters, knee distance and squat depth showed improvement through the proposed design. Introducing DDA could also significantly reduce KS during the squats.,” in Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), 2021, vol. 12769 LNCS, pp. 449–467. doi: 10.1007/978-3-030-78095-1_33.		In	new_screen		
	IEEE291_F4	MPRL: Multiple-Periodic Reinforcement Learning for difficulty adjustment in rehabilitation games,	Generally, the difficulty level of a therapeutic game is regulated manually by a therapist. However, home-based rehabilitation games require a technique for automatic difficulty adjustment. This paper proposes a personalized difficulty adjustment technique for a rehabilitation game that automatically regulates difficulty settings based on a patient’s skills in real-time. To this end, ideas from reinforcement learning are used to dynamically adjust the difficulty of a game. We show that difficulty adjustment is a multiple-objective problem, in which some objectives might be evaluated at different periods. To address this problem, we propose and use Multiple-Periodic Reinforcement Learning (MPRL) that makes it possible to evaluate different objectives of difficulty adjustment in separate periods. The results of experiments show that MPRL outperforms traditional Multiple-Objective Reinforcement Learning (MORL) in terms of user satisfaction parameters as well as improving the movement skills of patients.,” in 2017 IEEE 5th International Conference on Serious Games and Applications for Health, SeGAH 2017, 2017, pp. 1–7. doi: 10.1109/SeGAH.2017.7939260.		In	new_screen		
	IEEE291_F5	Serious games for rehabilitation: Gestural interaction in personalized gamified exercises through a recommender system,	One of the principal problems of rehabilitation is that therapy sessions can be boring due the repetition of exercises. Serious games, and in particular exergames in rehabilitation, can motivate, engage and increase patients’ adherence to their treatment. Also, the automatic personalization of exercises to each patient can help therapists. Thus, the main objective of this work is to build an intelligent exergame-based rehabilitation system consisting of a platform with an exergame player and a designer tool. The intelligent platform includes a recommender system which analyzes user interactions, along with the user’s history, to select new gamified exercises for the user. The main contributions of this paper focus, first, on defining a recommender system based on different difficulty levels and user skills. The recommender system offers the ability to provide the user with a personalized game mode based on his own history and preferences. The results of a triple validation with experts, users and rehabilitation center professionals reveal a positive impact on gestural interaction and rehabilitation uses. Also, different methods are presented for testing the rehabilitation recommender system.,” vol. 97, 2019, doi: 10.1016/j.jbi.2019.103266.		In	new_screen		
	MED1183_F1	Mobile-Based Self-Monitoring for Preventing Patients with Type 2 Diabetes Mellitus and Hypertension from Cardiovascular Complication,	Currently, there is less attention to the prevention of patients with type 2 diabetes mellitus and hypertension from cardiovascular complication, although it is the significant cause of death for these patients worldwide. To be prevented from this complication, these patients should develop their self-monitoring skills along with their healthcare journey. Consequently, this paper aims to provide an efficient mobile-based self-monitoring that can encourage patients with type 2 diabetes mellitus and hypertension to improve their health status. The distinctive point of the proposed mobile application is the trend progression module for demonstrating the progression of four health statuses for the patients. This trend progression is modeled with a fuzzy logic-based method. The rules are generated based on clinical data, lifestyle data, and experience of healthcare professionals. There are eleven healthcare professionals involved in this paper. The experiment with one hundred twenty-one patients shows that the proposed mobile application provides 92% trend progression accuracy compared with healthcare professionals’ decisions. The developed mobile application obtains the function satisfaction and performance satisfaction in the ‘strongly satisfied’ level. Besides, the developed mobile application can encourage 85% of patients to improve their health statuses. It can be seen that this paper is a new aspect of encouraging patients to concern more about the improvement of their health statuses anywhere and anytime.,” vol. 117, no. 1, pp. 151–175, 2021, doi: 10.1007/s11277-020-07440-w.		Ex	new_screen		
	MED1183_F2	HeartCare+: A Smart Heart Care Mobile Application for Framingham-Based Early Risk Prediction of Hard Coronary Heart Diseases in Middle East,	Background. Healthcare is a challenging, yet so demanding sector that developing countries are paying more attention to recently. Statistics show that rural areas are expected to develop a high rate of heart diseases, which is a leading cause of sudden mortality, in the future. Thus, providing solutions that can assist rural people in detecting the cardiac risks early will be vital for uncovering and even preventing the long-Term complications of cardiac diseases. Methodology. Mobile technology can be effectively utilized to limit the cardiac diseases’ prevalence in rural Middle East. This paper proposes a smart mobile solution for early risk detection of hard coronary heart diseases that uses the Framingham scoring model. Results. Smart HeartCare+ mobile app estimates accurately coronary heart diseases’ risk over 10 years based on clinical and nonclinical data and classifies the patient risk to low, moderate, or high. HeartCare+ also directs the patients to further treatment recommendations. Conclusion. This work attempts to investigate the effectiveness of the mobile technology in the early risk detection of coronary heart diseases. HeartCare+ app intensifies the communication channel between the lab workers and patients residing in rural areas and cardiologists and specialist residing in urban places.,” vol. 2017, 2017, doi: 10.1155/2017/9369532.		Ex	new_screen		
	MED1322_B1	Design and Testing of a Smartphone Application for Real-Time Self-Tracking Diabetes Self-Management Behaviors,	Background Type 1 diabetes (T1D) care requires multiple daily self-management behaviors (SMBs). Preliminary studies on SMBs rely mainly on self-reported survey and interview data. There is little information on adult T1D SMBs, along with corresponding compensation techniques (CTs), gathered in real-time. Objective The article aims to use a patient-centered approach to design iDECIDE, a smartphone application that gathers daily diabetes SMBs and CTs related to meal and alcohol intake and exercise in real-time, and contrast patients’ actual behaviors against those self-reported with the app. Methods Two usability studies were used to improve iDECIDE’s functionality. These were followed by a 30-day pilot test of the redesigned app. A survey designed to capture diabetes SMBs and CTs was administered prior to the 30-day pilot test. Survey results were compared against iDECIDE logs. Results Usability studies revealed that participants desired advanced features for self-tracking meals and alcohol intake. Thirteen participants recorded over 1,200 CTs for carbohydrates during the 30-day study. Participants also recorded 76 alcohol and 166 exercise CTs. Comparisons of survey responses and iDECIDE logs showed mean% (standard deviation) concordance of 77% (25) for SMBs related to meals, where concordance of 100% indicates a perfect match. There was low concordance of 35% (35) and 46% (41) for alcohol and exercise events, respectively. Conclusion The high variability found in SMBs and CTs highlights the need for real-time diabetes self-tracking mechanisms to better understand SMBs and CTs. Future work will use the developed app to collect SMBs and CTs and identify patient-specific diabetes adherence barriers that could be addressed with individualized education interventions.,” vol. 9, no. 2, pp. 440–449, 2018, doi: 10.1055/s-0038-1660438.		Ex	new_screen		
	MED1341_B2	Usability testing of an online self-management program for Adolescents with Juvenile Idiopathic Arthritis,	Background: A new bilingual (English and French) Internet-basedself- management program, Teens Taking Charge: Managing Arthritis Online, for adolescents with arthritis and their parents was developed following a needs assessment.Objectives: This study explored the usability (user performance and satisfaction) of the self-management program for youth with juvenile idiopathic arthritis (JIA) and their parents to refine the health portal prototype.Methods: A qualitative study design with semi-structured, audio taped interviews and observation by a trained observer was undertaken with two iterative cyclesto determine the usability (ease of use, efficiency, errors, and user satisfaction) of the user interface and content areas of the intervention. A purposive sample of English-speaking (n = 11; mean age = 15.4, standard deviation [SD] 1.7) and French-speaking (n = 8; mean age = 16.0, SD 1.2) adolescents with JIA and one of their respectiveparents/caregivers were recruited from 2 Canadian tertiary care centers. Descriptive statistics and simple content analyses were used toorganize data into categories that reflected the emerging usability themes.Results: All of the participants had access to a computer/Internet at home; however, adolescents were more comfortable using the computer/Internet than their parents. Adolescents and parents provided similar as well as differing suggestions on how the website user interface could be improved in terms of its usability (navigation; presentation and control usage errors; format and layout; as well as areas for further content development). There were no major differences in usability issues between Englishand French-speaking participants. Minor changes to the website user interface were made and tested in a second cycle of participants.No further usability problems were identified in the second iterative cycle of testing. Teens and parents responded positively to the appearance and theme of the website (ie, promoting self-management) and felt that it was easy to navigate, use, and understand.Participants felt that the content was appropriate and geared to meet the unique needs of adolescents with JIA and their parents as well as English- and French-speaking families. Many participants responded that the interactive features (discussion board,stories of hope, and video clips of youth with JIA) made them feel supported and ‘not alone’ in their illness.Conclusions: We describe the usability testing of a self-management hea…,” vol. 12, no. 3, 2010, doi: 10.2196/jmir.1349.		In	new_screen		
	MED1341_F1	A mobile phone intervention to improve obesity-related health behaviors of adolescents across Europe: Iterative co-design and feasibility study,	Background: Promotion of physical activity, healthy eating, adequate sleep, and reduced sedentary behavior in adolescents is a major priority globally given the current increase in population health challenges of noncommunicable diseases and risk factors such as obesity. Adolescents are highly engaged with mobile technology, but the challenge is to engage them with mobile health (mHealth) technology. Recent innovations in mobile technology provide opportunities to promote a healthy lifestyle in adolescents. An increasingly utilized approach to facilitate increased engagement with mHealth technology is to involve potential users in the creation of the technology. Objective: This study aimed to describe the process of and findings from co-designing and prototyping components of the PEGASO Fit for Future (F4F) mHealth intervention for adolescents from different cultural backgrounds. Methods: A total of 74 adolescents aged 13 to 16 years from Spain, Italy, and the United Kingdom participated in the co-design of the PEGASO F4F technology. In 3 iterative cycles over 12 months, participants were involved in the co-design, refinement, and feasibility testing of a system consisting of diverse mobile apps with a variety of functions and facilities to encourage healthy weight-promoting behaviors. In the first iteration, participants attended a single workshop session and were presented with mock-ups or early-version prototypes of different apps for user requirements assessment and review. During the second iteration, prototypes of all apps were tested by participants for 1 week at home or school. In the third iteration, further developed prototypes were tested for 2 weeks. Participants’ user experience feedback and development ideas were collected through focus groups and completion of questionnaires. Results: For the PEGASO F4F technology to be motivating and engaging, participants suggested that it should (1) allow personalization of the interface, (2) have age-appropriate and easy-to-understand language (of icons, labels, instructions, and notifications), (3) provide easily accessible tutorials on how to use the app or navigate through a game, (4) present a clear purpose and end goal, (5) have an appealing and self-explanatory reward system, (6) offer variation in gamified activities within apps and the serious game, and (7) allow to seek peer support and connect with peers for competitive activities within the technology. Conclusions: Incorporating adolescents…,” vol. 8, no. 3, 2020, doi: 10.2196/14118.		Ex	new_screen		
	MED1341_F2	Development and validation of a smartphone educational game regarding healthy lifestyle habits for adolescents,	Objective: to elaborate and validate the content and appearance of an educational game regarding healthy lifestyle habits for adolescents Method: methodological study carried, in 2016 out in Picos (Brazil). In order to develop the initial version of the game, a survey gathered scientific information and the content. In the end, the game was divided into: home screen and the living room, kitchen and the square scene, where the sports scene was inserted. To validate the instrument, 15 experts were selected, who evaluated the content, didactics and appearance of the game. Ten adolescents evaluated the appearance and usability. In addition, one questionnaire was used for the specialists and another for the adolescents. The Content Validation Index was used to validate the game, which considered the instrument and the items as validated when an index = 0.78 was obtained. Results: the room scene had access to the kitchen and the square. The sport scene was designed for physical activity and the purchase of food, which would be consumed in the kitchen scene. The experts gave the game a Content Validation Index of 0.88 for the item ‘objectives’, 0.87 for ‘structure and presentation’ and 0.99 for ‘relevance’, reaching a overall Content Validation Index of 0.89. For adolescents, the item ‘appearance’ reached the index 0.97 and for the other items, 1.0 and overal index of 0.99. Conclusion: the game was validated in terms of content and appearance and could be validated clinically with adolescents as an incentive to adopt protective behaviors for their health.,” vol. 28, 2019, doi: 10.1590/1980-265X-TCE-2018-0252.		Ex	new_screen		
	MED425_B10	Using persuasive technology to increase physical activity in people with chronic obstructive pulmonary disease by encouraging regular walking: A mixed-methods study exploring opinions and preferences,	Background: People with chronic obstructive pulmonary disease (PwCOPD) often experience breathlessness and fatigue, making physical activity challenging. Although many persuasive technologies (such as mobile phone apps) have been designed to support physical activity among members of the general population, current technologies aimed at PwCOPD are underdeveloped and only use a limited range of persuasive technology design principles. Objective: The aim of this study was to explore how acceptable different persuasive technology design principles were considered to be in supporting and encouraging physical activity among PwCOPD. Methods: Three prototypes for mobile apps using different persuasive technology design principles as defined by the persuasive systems design (PSD) model-namely, dialogue support, primary task support, and social support-were developed. Opinions of these prototypes were explored through 28 interviews with PwCOPD, carers, and the health care professionals (HCPs) involved in their care and questionnaires completed by 87 PwCOPD. Participants also ranked how likely individual techniques (eg, competition) would be to convince them to use a technology designed to support physical activity. Data were analyzed using framework analysis, Friedman tests, and Wilcoxon signed rank tests and a convergent mixed methods design was used to integrate findings. Results: The prototypes for mobile apps were received positively by participants. The prototype that used a dialogue support approach was identified as the most likely to be used or recommended by those interviewed, and was perceived as more persuasive than both of the other prototypes (Z=-3.06, P=.002; Z=-5.50, P<.001) by those who completed the questionnaire. PwCOPD identified dialogue support and primary task support techniques as more likely to convince them to use a technology than social support techniques (Z=-5.00, P<.001; Z=-4.92, P<.001, respectively). Opinions of social support techniques such as competition and collaboration were divided. Conclusions: Dialogue support and primary task support approaches are considered to be both acceptable and likely to be persuasive by PwCOPD, carers, and HCPs. In the future, these approaches should be considered when designing apps to encourage physical activity by PwCOPD.,” vol. 19, no. 4, 2017, doi: 10.2196/jmir.6616.		Ex	new_screen		
	MED425_B11	Move2Play: An innovative approach to encouraging people to be more physically active,	Throughout the last decade, there has been an alarming de- crease in daily physical activity among both children and adults. Medical experts agree that physical activity is crit- ical to maintaining fitness, reducing weight and improving health. Yet so many people have dificulty increasing and maintaining physical activity in everyday life. We have created a solution calledMove2Play, which encourages a health- ier lifestyle and motivates to participate in regular physical activity. We have integrated four essential parts that form the basis for long-term progress and sustainability - Activity Recommendation, Tracking, Evaluation and Motivation. In order to recognize and assess physical activity, we have developed a system for mobile phones that collects data from various sensors, such as accelerometer, GPS and GSM. We provide personalization, i.e. we have proposed and realized activity recommendation for an individual user to ensure that the users engage in regular exercise, as opposed to oc- casional outbursts of activity, which are unhealthy and even harmful. We discuss our proposed mechanisms of activity recommendation and the concept of motivation, which rep- resent a key element for any system that fights the sedentary lifestyle of the modern generation. Copyright © 2012 ACM.,” in IHI’12 - Proceedings of the 2nd ACM SIGHIT International Health Informatics Symposium, 2012, pp. 61–70. doi: 10.1145/2110363.2110374.		In	new_screen		
	MED425_B2	Bounce: Designing a physical activity intervention for breast cancer survivors,	The pervasive use of personal mobile devices provides an advantage for the delivery of a behavioral intervention anywhere and anytime. However, behavioral outcomes are dependent on adoption and sustained use of mobile-based interventions. Design approaches for engagement and feasibility of use in everyday life have been studied among the general population, especially to promote physical activity. In this paper, we discuss a design process that addresses additional barriers to adoption when the target population has symptoms, limitations, or needs resulting from a specific health condition.We designed a smartphone-based physical activity intervention for breast cancer survivors by combining behavior change theory with empirical evidence. In a preliminary evaluation, participants found the application engaging and useful, and continued to use the application briefly after the evaluation ended. We illustrate how our design process was used, and could be applied to other specific health conditions.,” in ACM International Conference Proceeding Series, 2018, pp. 25–34. doi: 10.1145/3240925.3240927.		In	new_screen		
	MED425_B3	PhytoCloud: A Gamified Mobile Web Application to Modulate Diet and Physical Activity of Women with Breast Cancer,	Breast cancer incidence and mortality rates vary geographically reflecting factors including regional and cultural differences in diet and lifestyle. There are numerous successful commercial mobile apps to help people control their diet and manage weight. However, such products are not suitable for people with special medical conditions that may require targeted dietary as well as motivational support. The paper presents a user centered approach of developing a Mobile Web App that focuses on breast cancer patients looking at their specific dietary, physical and mental requirements depending on the stage of their medical treatment. The paper explores the effect of incorporating gamification and social media as motivational drive to engage and motivate people to achieve their goals of adopting healthier eating habits while increasing physical activity in order ensure lasting lifestyle behavioural change. The design of PhytoCloud is being described, a gamified Mobile Web App that enables users to record their dietary habits and physical activity and motivate their consumption of food with oestrogen-like properties (phytoestrogens) which are linked to the prevention of reappearance of breast cancer. The paper concludes with a discussion of future directions and adaptations to the current design to suite a Mobile Native Application design.		In	new_screen		
	MED425_B4	MyHealthAvatar lifestyle management support for cancer patients,	MyHealthAvatar (MHA) is built on the latest information and communications technology with the aim of collecting lifestyle and health data to promote citizen’s wellbeing. According to the collected data, MHA offers visual analytics of lifestyle data, contributes to individualised disease prediction and prevention, and supports healthy lifestyles and independent living. The iManageCancer project aims to empower patients and strengthen self-management in cancer diseases. Therefore, MHA has contributed to the iManageCancer scenario and provides functionality to the iManageCancer platform in terms of its support of lifestyle management of cancer patients by providing them with services to help their cancer management. This paper presents two different MHA-based Android applications for breast and prostate cancer patients. The components in these apps facilitate health and lifestyle data presentation and analysis, including weight control, activity, mood and sleep data collection, promotion of physical exercise after surgery, questionnaires and helpful information. These components can be used cooperatively to achieve flexible visual analysis of spatiotemporal lifestyle and health data and can also help patients discover information about their disease and its management.,” vol. 12, 2018, doi: 10.3332/ecancer.2018.849.		In	new_screen		
	MED425_B5	Bounce: An intervention to increase physical activity in breast cancer survivors,	Behavior change theories are often applied to the design of technologies for improving health and wellness. However, researchers commonly apply these theories too narrowly or too broadly, resulting in a design process that does not account for the complexities of behavior change. To address this limitation in prior research, we developed a methodological framework that blends abstract theory with contextual relevance. Based on this framework, we developed a set of design guidelines for Bounce - a smartphone application aiming to increase the physical activity of breast cancer survivors.,” in Conference on Human Factors in Computing Systems - Proceedings, 2016, vol. 07-12-May-2016, pp. 98–103. doi: 10.1145/2851581.2890383.		Ex	new_screen		
	MED425_B6	The development of a mobile monitoring and feedback tool to stimulate physical activity of people with a chronic disease in primary care: A user-centered design,	Background: Physical activity is an important aspect in the treatment of patients with chronic obstructive pulmonary disease or type-2 diabetes. A monitoring and feedback tool combined with guidance by a primary care provider might be a successful method to enhance the level of physical activity in these patients. As a prerequisite for useful technology, it is important to involve the end-users in the design process from an early stage. Objective: The aim of this study was to investigate the user requirements for a tool to stimulate physical activity, embedded in primary care practice. The leading principle of this tool is to change behavior by self-monitoring, goal-setting, and feedback. Methods: The research team collected qualitative data among 15 patients, 16 care professionals, and several experts. A prototype was developed in three stages. In stage 1, the literature was searched to identify end-users and context. In stage 2, the literature, experts and patient representatives were consulted to set up a use case with the general idea of the innovation. In stage 3, individual interviews and focus groups were held to identify the end-user requirements. Based on these requirements a prototype was built by the engineering team. Results: The development process has led to a tool that generally meets the requirements of the end-users. A tri-axial activity sensor, worn on the hip, is connected by Bluetooth to a smartphone. In an app, quantitative feedback is given about the amount of activity and goals reached by means of graphical visualization, and an image shows a sun when the goal is reached. Overviews about activity per half an hour, per day, week, and month are provided. In the menu of the app and on a secured website, patients can enter information in individual sessions or read feedback messages generated by the system. The practice nurse can see the results of all patients on a secure webpage and can then discuss the results and set personalized goals in consultation with the patient. Conclusions: This study demonstrates that a user-centered approach brings in valuable details (such as the requirements for feedback in activity minutes per day) to improve the fit between the user, technology, and the organization of care, which is important for the usability and acceptability of the tool. The tool embedded in primary care will be evaluated in a randomized controlled trial.,” vol. 1, no. 2, 2013, doi: 10.2196/mhealth.2526.		Ex	new_screen		
	MED425_B7	Usability testing of a monitoring and feedback tool to stimulate physical activity,	Introduction: A monitoring and feedback tool to stimulate physical activity, consisting of an activity sensor, smartphone application (app), and website for patients and their practice nurses, has been developed: the ‘It’s LiFe!’ tool. In this study the usability of the tool was evaluated by technology experts and end users (people with chronic obstructive pulmonary disease or type 2 diabetes, with ages from 40-70 years), to improve the user interfaces and content of the tool. Patients and methods: The study had four phases: 1) a heuristic evaluation with six technology experts; 2) a usability test in a laboratory by five patients; 3) a pilot in real life wherein 20 patients used the tool for 3 months; and 4) a final lab test by five patients. In both lab tests (phases 2 and 4) qualitative data were collected through a thinking-aloud procedure and video recordings, and quantitative data through questions about task complexity, text comprehensiveness, and readability. In addition, the post-study system usability questionnaire (PSSUQ) was completed for the app and the website. In the pilot test (phase 3), all patients were interviewed three times and the Software Usability Measurement Inventory (SUMI) was completed. Results: After each phase, improvements were made, mainly to the layout and text. The main improvement was a refresh button for active data synchronization between activity sensor, app, and server, implemented after connectivity problems in the pilot test. The mean score on the PSSUQ for the website improved from 5.6 (standard deviation [SD] 1.3) to 6.5 (SD 0.5), and for the app from 5.4 (SD 1.5) to 6.2 (SD 1.1). Satisfaction in the pilot was not very high according to the SUMI. Discussion: The use of laboratory versus real-life tests and expert-based versus user-based tests revealed a wide range of usability issues. The usability of the It’s LiFe! tool improved considerably during the study. © 2014 van der Weegen et al. This work is published by Dove Medical Press Limited.,” vol. 8, pp. 311–322, 2014, doi: 10.2147/PPA.S57961.		Ex	new_screen		
	MED425_B8	Designing icanfit: A mobile-enabled web application to promote physical activity for older cancer survivors,	Background: Most older cancer survivors (OCS) do not engage in regular physical activity (PA) despite well-known health benefits. With the increased use of mobile technologies among older adults, mobile tools may be an effective method to deliver PA promotion programs for OCS. Objective: To document the process of designing an OCS-friendly mobile-enabled Web application of PA promotion program. Methods: Mixed methods encompassing group discussions, individual interviews, and brief surveys with community leaders, OCS, cancer care providers, and software professionals were used in this formative research. Results: The varied stakeholders welcomed the idea of developing an online tool to promote PA in OCS. Our formative research revealed several major barriers to regular PA including limited access to senior-friendly PA resources, lack of motivation and social support, and insufficient knowledge and skills on building safe and appropriate workout plans. This feedback was incorporated into the development of iCanFit, a mobile-enabled Web application, designed specifically for OCS. The iCanFit online tools allow users to locate PA resources, set and track goals for PA, network with peer OCS in a secure online space, and receive practical and evidence-informed healthy tips. Conclusions: Our mixed-method formative research led to the design of iCanFit protocol to promote PA and well-being of OCS. The involvement of stakeholders is critical in the planning and design of the mobile application in order to enhance program relevance, appeal, and match with the needs of target users.,” vol. 2, no. 1, 2013, doi: 10.2196/resprot.2440.		In	new_screen		
	MED425_B9	Usage of an exercise app in the care for people with osteoarthritis: User-driven exploratory study,	Background: Exercise has proven to reduce pain and increase quality of life among people living with osteoarthritis (OA). However, one major challenge is adherence to exercise once supervision ends. Objective: This study aimed to identify mental and physical barriers and motivational and social aspects of training at home, and to test or further develop an exercise app. Methods: The study was inspired from participatory design, engaging users in the research process. Data were collected through focus groups and workshops, and analyzed by systematic text condensation. Results: Three main themes were found: competition as motivation, training together, and barriers. The results revealed that the participants wanted to do their training and had knowledge on exercise and pain but found it hard to motivate themselves. They missed the observation, comments, and encouragement by the supervising physiotherapist as well as their peers. Ways to optimize the training app were identified during the workshops as participants shared their experience. Conclusions: This study concludes that the long-term continuation of exercising for patients with OA could be improved with the use of a technology tailored to users’ needs, including motivational and other behavioral factors.,” vol. 6, no. 1, 2018, doi: 10.2196/mhealth.7734.		Ex	new_screen		
	MED514_F1	Supporting cancer patients in illness management: Usability evaluation of a mobile app,	Background: Mobile phones and tablets currently represent a significant presence in people’s everyday lives. They enable access to different information and services independent of current place and time. Such widespread connectivity offers significant potential in different app areas including health care. Objective: Our goal was to evaluate the usability of the Connect Mobile app. The mobile app enables mobile access to the Connect system, an online system that supports cancer patients in managing health-related issues. Along with symptom management, the system promotes better patient-provider communication, collaboration, and shared decision making. The Connect Mobile app enables access to the Connect system over both mobile phones and tablets. Methods: The study consisted of usability tests of a high fidelity prototype with 7 cancer patients where the objectives were to identify existing design and functionality issues and to provide patients with a real look-and-feel of the mobile system. In addition, we conducted semistructured interviews to obtain participants’ feedback about app usefulness, identify the need for new system features and design requirements, and measure the acceptance of the mobile app and its features within everyday health management. Results: The study revealed a total of 27 design issues (13 for mobile apps and 14 for tablet apps), which were mapped to source events (ie, errors, requests for help, participants’ concurrent feedback, and moderator observation). We also applied usability heuristics to identify violations of usability principles. The majority of violations were related to enabling ease of input, screen readability, and glanceability (15 issues), as well as supporting an appropriate match between systems and the real world (7 issues) and consistent mapping of system functions and interactions (4 issues). Feedback from participants also showed the cancer patients’ requirements for support systems and how these needs are influenced by different context-related factors, such as type of access terminal (eg, desktop computer, tablet, mobile phone) and phases of illness. Based on the observed results, we proposed design and functionality recommendations that can be used for the development of mobile apps for cancer patients to support their health management process. Conclusions: Understanding and addressing users’ requirements is one of the main prerequisites for developing useful and effective technology-based health i…,” vol. 2, no. 3, p. e3359, 2014, doi: 10.2196/mhealth.3359.		In	new_screen		
	MED514_F2	Vision: Mobile ehealth learning and intervention platform,	Face-to-face health educational and intervention programs are helpful in addressing mental and physical illness challenges in focused groups. However, these programs are expensive, resource-intensive and struggle with scalability and reachability, leading to limited take-up and short-term impact. Digital Health Intervention (DHI) programs incorporate the use of technology - mobile, web, wearables, virtual and augmented reality - to address these limitations while being more cost-effective. DHIs have shown major success in improving physical and mental health outcomes for the general public as well as reducing adverse outcomes or high-risk groups. However, it is still very challenging and expensive to design and run high quality mobile-based DHI programs, in part due to the lack of technical skills of researchers in this field. Our proposed mobile eHealth Learning and Intervention Platform (eHeLP) aims to address these challenges with a novel approach that allows health researchers to focus on their studies, and participants to have access to multiple health programs that meet their needs. The platform caters for identified stakeholders in the DHI field and encourages the development of a new health-tech industry. We present our vision eHeLP, why this idea is worth further research, risks we perceive, and next steps.,” in Proceedings - International Conference on Software Engineering, 2018, pp. 252–256. doi: 10.1145/3197231.3197262.		Ex	new_screen		
	MED514_F3	Toward gamified pain management apps: mobile application rating scale⇓based quality assessment of pain-mentor⇔s first prototype through an expert study,	Background: The use of health apps to support the treatment of chronic pain is gaining importance. Most available pain management apps are still lacking in content quality and quantity as their developers neither involve health experts to ensure target group suitability nor use gamification to engage and motivate the user. To close this gap, we aimed to develop a gamified pain management app, Pain-Mentor. Objective: To determine whether medical professionals would approve of Pain-Mentor’s concept and content, this study aimed to evaluate the quality of the app’s first prototype with experts from the field of chronic pain management and to discover necessary improvements. Methods: A total of 11 health professionals with a background in chronic pain treatment and 2 mobile health experts participated in this study. Each expert first received a detailed presentation of the app. Afterward, they tested Pain-Mentor and then rated its quality using the mobile application rating scale (MARS) in a semistructured interview. Results: The experts found the app to be of excellent general (mean 4.54, SD 0.55) and subjective quality (mean 4.57, SD 0.43). The app-specific section was rated as good (mean 4.38, SD 0.75). Overall, the experts approved of the app’s content, namely, pain and stress management techniques, behavior change techniques, and gamification. They believed that the use of gamification in Pain-Mentor positively influences the patients’ motivation and engagement and thus has the potential to promote the learning of pain management techniques. Moreover, applying the MARS in a semistructured interview provided in-depth insight into the ratings and concrete suggestions for improvement. Conclusions: The experts rated Pain-Mentor to be of excellent quality. It can be concluded that experts perceived the use of gamification in this pain management app in a positive manner. This showed that combining pain management with gamification did not negatively affect the app’s integrity. This study was therefore a promising first step in the development of Pain-Mentor.,” vol. 4, no. 5, 2020, doi: 10.2196/13170.		In	new_screen		
