key	project	title	abstract	keywords	authors	venue	doi	references	pages	bibtex	screened_decision	final_decision	mode	inclusion_criteria	exclusion_criteria	reviewer_count	source	year	meta_title	link	publisher	metadata_missing
33	IFT3710	The Llama 3 Herd of Models	Modern artificial intelligence (AI) systems are powered by foundation models. This paper presents a new set of foundation models, called Llama 3. It is a herd of language models that natively support multilinguality, coding, reasoning, and tool usage. Our largest model is a dense Transformer with 405B parameters and a context window of up to 128K tokens. This paper presents an extensive empirical evaluation of Llama 3. We find that Llama 3 delivers comparable quality to leading language models such as GPT-4 on a plethora of tasks. We publicly release Llama 3, including pre-trained and post-trained versions of the 405B parameter language model and our Llama Guard 3 model for input and output safety. The paper also presents the results of experiments in which we integrate image, video, and speech capabilities into Llama 3 via a compositional approach. We observe this approach performs competitively with the state-of-the-art on image, video, and speech recognition tasks. The resulting models are not yet being broadly released as they are still under development.		Aaron Grattafiori; Abhimanyu Dubey; Abhinav Jauhri; Abhinav Pandey; Abhishek Kadian; Ahmad Al-Dahle; Aiesha Letman; Akhil Mathur; Alan Schelten; Alex Vaughan; Amy Yang; Angela Fan; Anirudh Goyal; Anthony Hartshorn; Aobo Yang; Archi Mitra; Archie Sravankumar; Artem Korenev; Arthur Hinsvark; Arun Rao; Aston Zhang; Aurelien Rodriguez; Austen Gregerson; Ava Spataru; Baptiste Roziere; Bethany Biron; Binh Tang; Bobbie Chern; Charlotte Caucheteux; Chaya Nayak; Chloe Bi; Chris Marra; Chris McConnell; Christian Keller; Christophe Touret; Chunyang Wu; Corinne Wong; Cristian Canton Ferrer; Cyrus Nikolaidis; Damien Allonsius; Daniel Song; Danielle Pintz; Danny Livshits; Danny Wyatt; David Esiobu; Dhruv Choudhary; Dhruv Mahajan; Diego Garcia-Olano; Diego Perino; Dieuwke Hupkes; Egor Lakomkin; Ehab AlBadawy; Elina Lobanova; Emily Dinan; Eric Michael Smith; Filip Radenovic; Francisco Guzman; Frank Zhang; Gabriel Synnaeve; Gabrielle Lee; Georgia Lewis Anderson; Govind Thattai; Graeme Nail; Gregoire Mialon; Guan Pang; Guillem Cucurell; Hailey Nguyen; Hannah Korevaar; Hu Xu; Hugo Touvron; Iliyan Zarov; Imanol Arrieta Ibarra; Isabel Kloumann; Ishan Misra; Ivan Evtimov; Jack Zhang; Jade Copet; Jaewon Lee; Jan Geffert; Jana Vranes; Jason Park; Jay Mahadeokar; Jeet Shah; Jelmer van der Linde; Jennifer Billock; Jenny Hong; Jenya Lee; Jeremy Fu; Jianfeng Chi; Jianyu Huang; Jiawen Liu; Jie Wang; Jiecao Yu; Joanna Bitton; Joe Spisak; Jongsoo Park; Joseph Rocca; Joshua Johnstun; Joshua Saxe; Junteng Jia; Kalyan Vasuden Alwala; Karthik Prasad; Kartikeya Upasani; Kate Plawiak; Ke Li; Kenneth Heafield; Kevin Stone; Khalid El-Arini; Krithika Iyer; Kshitiz Malik; Kuenley Chiu; Kunal Bhalla; Kushal Lakhotia; Lauren Rantala-Yeary; Laurens van der Maaten; Lawrence Chen; Liang Tan; Liz Jenkins; Louis Martin; Lovish Madaan; Lubo Malo; Lukas Blecher; Lukas Landzaat; Luke de Oliveira; Madeline Muzzi; Mahesh Pasupuleti; Mannat Singh; Manohar Paluri; Marcin Kardas; Maria Tsimpoukelli; Mathew Oldham; Mathieu Rita; Maya Pavlova; Melanie Kambadur; Mike Lewis; Min Si; Mitesh Kumar Singh; Mona Hassan; Naman Goyal; Narjes Torabi; Nikolay Bashlykov; Nikolay Bogoychev; Niladri Chatterji; Ning Zhang; Olivier Duchenne; Onur Celebi; Patrick Alrassy; Pengchuan Zhang; Pengwei Li; Petar Vasic; Peter Weng; Prajjwal Bhargava; Pratik Dubal; Praveen Krishnan; Punit Singh Koura; Puxin Xu; Qing He; Qingxiao Dong; Ragavan Srinivasan; Raj Ganapathy; Ramon Calderer; Ricardo Silveira Cabral; Robert Stojnic; Roberta Raileanu; Rohan Maheswari; Rohit Girdhar; Rohit Patel; Romain Sauvestre; Ronnie Polidoro; Roshan Sumbaly; Ross Taylor; Ruan Silva; Rui Hou; Rui Wang; Saghar Hosseini; Sahana Chennabasappa; Sanjay Singh; Sean Bell; Seohyun Sonia Kim; Sergey Edunov; Shaoliang Nie; Sharan Narang; Sharath Raparthy; Sheng Shen; Shengye Wan; Shruti Bhosale; Shun Zhang; Simon Vandenhende; Soumya Batra; Spencer Whitman; Sten Sootla; Stephane Collot; Suchin Gururangan; Sydney Borodinsky; Tamar Herman; Tara Fowler; Tarek Sheasha; Thomas Georgiou; Thomas Scialom; Tobias Speckbacher; Todor Mihaylov; Tong Xiao; Ujjwal Karn; Vedanuj Goswami; Vibhor Gupta; Vignesh Ramanathan; Viktor Kerkez; Vincent Gonguet; Virginie Do; Vish Vogeti; Vitor Albiero; Vladan Petrovic; Weiwei Chu; Wenhan Xiong; Wenyin Fu; Whitney Meers; Xavier Martinet; Xiaodong Wang; Xiaofang Wang; Xiaoqing Ellen Tan; Xide Xia; Xinfeng Xie; Xuchao Jia; Xuewei Wang; Yaelle Goldschlag; Yashesh Gaur; Yasmine Babaei; Yi Wen; Yiwen Song; Yuchen Zhang; Yue Li; Yuning Mao; Zacharie Delpierre Coudert; Zheng Yan; Zhengxing Chen; Zoe Papakipos; Aaditya Singh; Aayushi Srivastava; Abha Jain; Adam Kelsey; Adam Shajnfeld; Adithya Gangidi; Adolfo Victoria; Ahuva Goldstand; Ajay Menon; Ajay Sharma; Alex Boesenberg; Alexei Baevski; Allie Feinstein; Amanda Kallet; Amit Sangani; Amos Teo; Anam Yunus; Andrei Lupu; Andres Alvarado; Andrew Caples; Andrew Gu; Andrew Ho; Andrew Poulton; Andrew Ryan; Ankit Ramchandani; Annie Dong; Annie Franco; Anuj Goyal; Aparajita Saraf; Arkabandhu Chowdhury; Ashley Gabriel; Ashwin Bharambe; Assaf Eisenman; Azadeh Yazdan; Beau James; Ben Maurer; Benjamin Leonhardi; Bernie Huang; Beth Loyd; Beto De Paola; Bhargavi Paranjape; Bing Liu; Bo Wu; Boyu Ni; Braden Hancock; Bram Wasti; Brandon Spence; Brani Stojkovic; Brian Gamido; Britt Montalvo; Carl Parker; Carly Burton; Catalina Mejia; Ce Liu; Changhan Wang; Changkyu Kim; Chao Zhou; Chester Hu; Ching-Hsiang Chu; Chris Cai; Chris Tindal; Christoph Feichtenhofer; Cynthia Gao; Damon Civin; Dana Beaty; Daniel Kreymer; Daniel Li; David Adkins; David Xu; Davide Testuggine; Delia David; Devi Parikh; Diana Liskovich; Didem Foss; Dingkang Wang; Duc Le; Dustin Holland; Edward Dowling; Eissa Jamil; Elaine Montgomery; Eleonora Presani; Emily Hahn; Emily Wood; Eric-Tuan Le; Erik Brinkman; Esteban Arcaute; Evan Dunbar; Evan Smothers; Fei Sun; Felix Kreuk; Feng Tian; Filippos Kokkinos; Firat Ozgenel; Francesco Caggioni; Frank Kanayet; Frank Seide; Gabriela Medina Florez; Gabriella Schwarz; Gada Badeer; Georgia Swee; Gil Halpern; Grant Herman; Grigory Sizov; Guangyi; Zhang; Guna Lakshminarayanan; Hakan Inan; Hamid Shojanazeri; Han Zou; Hannah Wang; Hanwen Zha; Haroun Habeeb; Harrison Rudolph; Helen Suk; Henry Aspegren; Hunter Goldman; Hongyuan Zhan; Ibrahim Damlaj; Igor Molybog; Igor Tufanov; Ilias Leontiadis; Irina-Elena Veliche; Itai Gat; Jake Weissman; James Geboski; James Kohli; Janice Lam; Japhet Asher; Jean-Baptiste Gaya; Jeff Marcus; Jeff Tang; Jennifer Chan; Jenny Zhen; Jeremy Reizenstein; Jeremy Teboul; Jessica Zhong; Jian Jin; Jingyi Yang; Joe Cummings; Jon Carvill; Jon Shepard; Jonathan McPhie; Jonathan Torres; Josh Ginsburg; Junjie Wang; Kai Wu; Kam Hou U; Karan Saxena; Kartikay Khandelwal; Katayoun Zand; Kathy Matosich; Kaushik Veeraraghavan; Kelly Michelena; Keqian Li; Kiran Jagadeesh; Kun Huang; Kunal Chawla; Kyle Huang; Lailin Chen; Lakshya Garg; Lavender A; Leandro Silva; Lee Bell; Lei Zhang; Liangpeng Guo; Licheng Yu; Liron Moshkovich; Luca Wehrstedt; Madian Khabsa; Manav Avalani; Manish Bhatt; Martynas Mankus; Matan Hasson; Matthew Lennie; Matthias Reso; Maxim Groshev; Maxim Naumov; Maya Lathi; Meghan Keneally; Miao Liu; Michael L. Seltzer; Michal Valko; Michelle Restrepo; Mihir Patel; Mik Vyatskov; Mikayel Samvelyan; Mike Clark; Mike Macey; Mike Wang; Miquel Jubert Hermoso; Mo Metanat; Mohammad Rastegari; Munish Bansal; Nandhini Santhanam; Natascha Parks; Natasha White; Navyata Bawa; Nayan Singhal; Nick Egebo; Nicolas Usunier; Nikhil Mehta; Nikolay Pavlovich Laptev; Ning Dong; Norman Cheng; Oleg Chernoguz; Olivia Hart; Omkar Salpekar; Ozlem Kalinli; Parkin Kent; Parth Parekh; Paul Saab; Pavan Balaji; Pedro Rittner; Philip Bontrager; Pierre Roux; Piotr Dollar; Polina Zvyagina; Prashant Ratanchandani; Pritish Yuvraj; Qian Liang; Rachad Alao; Rachel Rodriguez; Rafi Ayub; Raghotham Murthy; Raghu Nayani; Rahul Mitra; Rangaprabhu Parthasarathy; Raymond Li; Rebekkah Hogan; Robin Battey; Rocky Wang; Russ Howes; Ruty Rinott; Sachin Mehta; Sachin Siby; Sai Jayesh Bondu; Samyak Datta; Sara Chugh; Sara Hunt; Sargun Dhillon; Sasha Sidorov; Satadru Pan; Saurabh Mahajan; Saurabh Verma; Seiji Yamamoto; Sharadh Ramaswamy; Shaun Lindsay; Shaun Lindsay; Sheng Feng; Shenghao Lin; Shengxin Cindy Zha; Shishir Patil; Shiva Shankar; Shuqiang Zhang; Shuqiang Zhang; Sinong Wang; Sneha Agarwal; Soji Sajuyigbe; Soumith Chintala; Stephanie Max; Stephen Chen; Steve Kehoe; Steve Satterfield; Sudarshan Govindaprasad; Sumit Gupta; Summer Deng; Sungmin Cho; Sunny Virk; Suraj Subramanian; Sy Choudhury; Sydney Goldman; Tal Remez; Tamar Glaser; Tamara Best; Thilo Koehler; Thomas Robinson; Tianhe Li; Tianjun Zhang; Tim Matthews; Timothy Chou; Tzook Shaked; Varun Vontimitta; Victoria Ajayi; Victoria Montanez; Vijai Mohan; Vinay Satish Kumar; Vishal Mangla; Vlad Ionescu; Vlad Poenaru; Vlad Tiberiu Mihailescu; Vladimir Ivanov; Wei Li; Wenchen Wang; Wenwen Jiang; Wes Bouaziz; Will Constable; Xiaocheng Tang; Xiaojian Wu; Xiaolan Wang; Xilun Wu; Xinbo Gao; Yaniv Kleinman; Yanjun Chen; Ye Hu; Ye Jia; Ye Qi; Yenda Li; Yilin Zhang; Ying Zhang; Yossi Adi; Youngjin Nam; Wang; Yu Zhao; Yuchen Hao; Yundi Qian; Yunlu Li; Yuzi He; Zach Rait; Zachary DeVito; Zef Rosnbrick; Zhaoduo Wen; Zhenyu Yang; Zhiwei Zhao; Zhiyu Ma; et al. ( additional authors not shown)	arXiv	https://doi.org/10.48550/arXiv.2407.21783										arXiv		The Llama 3 Herd of Models	https://arxiv.org/abs/2407.21783	arXiv	nan; Keywords; References; Pages; Year; Bibtex
34	IFT3710	AFlow: Automating Agentic Workflow Generation					https://arxiv.org/pdf/2410.10762													https://arxiv.org/pdf/2410.10762		
35	IFT3710	The Alberta Plan for AI Research					https://arxiv.org/pdf/2208.11173													https://arxiv.org/pdf/2208.11173		
36	IFT3710	Automating the Search for Artificial Life with Foundation Models	With the recent Nobel Prize awarded for radical advances in protein discovery, foundation models (FMs) for exploring large combinatorial spaces promise to revolutionize many scientific fields. Artificial Life (ALife) has not yet integrated FMs, thus presenting a major opportunity for the field to alleviate the historical burden of relying chiefly on manual design and trial-and-error to discover the configurations of lifelike simulations. This paper presents, for the first time, a successful realization of this opportunity using vision-language FMs. The proposed approach, called Automated Search for Artificial Life (ASAL), (1) finds simulations that produce target phenomena, (2) discovers simulations that generate temporally open-ended novelty, and (3) illuminates an entire space of interestingly diverse simulations. Because of the generality of FMs, ASAL works effectively across a diverse range of ALife substrates including Boids, Particle Life, Game of Life, Lenia, and Neural Cellular Automata. A major result highlighting the potential of this technique is the discovery of previously unseen Lenia and Boids lifeforms, as well as cellular automata that are open-ended like Conway's Game of Life. Additionally, the use of FMs allows for the quantification of previously qualitative phenomena in a human-aligned way. This new paradigm promises to accelerate ALife research beyond what is possible through human ingenuity alone.		Akarsh Kumar; Chris Lu; Louis Kirsch; Yujin Tang; Kenneth O. Stanley; Phillip Isola; David Ha	arXiv	https://doi.org/10.48550/arXiv.2412.17799										arXiv		Automating the Search for Artificial Life with Foundation Models	https://arxiv.org/abs/2412.17799	arXiv	nan; Keywords; References; Pages; Year; Bibtex
37	IFT3710	Loss of plasticity in deep continual learning					https://www.nature.com/articles/s41586-024-07711-7													https://www.nature.com/articles/s41586-024-07711-7		
38	IFT3710	Emergence and Causality in Complex Systems: A Survey of Causal Emergence and Related Quantitative Studies					https://www.mdpi.com/1099-4300/26/2/108													https://www.mdpi.com/1099-4300/26/2/108		
39	IFT3710	A Theory for Emergence of Complex Skills in Language Models	A major driver of AI products today is the fact that new skills emerge in language models when their parameter set and training corpora are scaled up. This phenomenon is poorly understood, and a mechanistic explanation via mathematical analysis of gradient-based training seems difficult. The current paper takes a different approach, analysing emergence using the famous (and empirical) Scaling Laws of LLMs and a simple statistical framework. Contributions include: (a) A statistical framework that relates cross-entropy loss of LLMs to competence on the basic skills that underlie language tasks. (b) Mathematical analysis showing that the Scaling Laws imply a strong form of inductive bias that allows the pre-trained model to learn very efficiently. We informally call this {\em slingshot generalization} since naively viewed it appears to give competence levels at skills that violate usual generalization theory.		Sanjeev Arora; Anirudh Goyal	arXiv	https://doi.org/10.48550/arXiv.2307.15936										arXiv		A Theory for Emergence of Complex Skills in Language Models	https://arxiv.org/abs/2307.15936	arXiv	nan; Keywords; References; Pages; Year; Bibtex
40	IFT3710	Genie: Generative Interactive Environments					https://arxiv.org/pdf/2402.15391													https://arxiv.org/pdf/2402.15391		
41	IFT3710	Understanding World or Predicting Future? A Comprehensive Survey of World Models	The concept of world models has garnered significant attention due to advancements in multimodal large language models such as GPT-4 and video generation models such as Sora, which are central to the pursuit of artificial general intelligence. This survey offers a comprehensive review of the literature on world models. Generally, world models are regarded as tools for either understanding the present state of the world or predicting its future dynamics. This review presents a systematic categorization of world models, emphasizing two primary functions: (1) constructing internal representations to understand the mechanisms of the world, and (2) predicting future states to simulate and guide decision-making. Initially, we examine the current progress in these two categories. We then explore the application of world models in key domains, including autonomous driving, robotics, and social simulacra, with a focus on how each domain utilizes these aspects. Finally, we outline key challenges and provide insights into potential future research directions.		Jingtao Ding; Yunke Zhang; Yu Shang; Yuheng Zhang; Zefang Zong; Jie Feng; Yuan Yuan; Hongyuan Su; Nian Li; Nicholas Sukiennik; Fengli Xu; Yong Li	arXiv	https://doi.org/10.48550/arXiv.2411.14499										arXiv		Understanding World or Predicting Future? A Comprehensive Survey of World Models	https://arxiv.org/abs/2411.14499	arXiv	nan; Keywords; References; Pages; Year; Bibtex
42	IFT3710	Locating and Editing Factual Associations in GPT	We analyze the storage and recall of factual associations in autoregressive transformer language models, finding evidence that these associations correspond to localized, directly-editable computations. We first develop a causal intervention for identifying neuron activations that are decisive in a model's factual predictions. This reveals a distinct set of steps in middle-layer feed-forward modules that mediate factual predictions while processing subject tokens. To test our hypothesis that these computations correspond to factual association recall, we modify feed-forward weights to update specific factual associations using Rank-One Model Editing (ROME). We find that ROME is effective on a standard zero-shot relation extraction (zsRE) model-editing task, comparable to existing methods. To perform a more sensitive evaluation, we also evaluate ROME on a new dataset of counterfactual assertions, on which it simultaneously maintains both specificity and generalization, whereas other methods sacrifice one or another. Our results confirm an important role for mid-layer feed-forward modules in storing factual associations and suggest that direct manipulation of computational mechanisms may be a feasible approach for model editing. The code, dataset, visualizations, and an interactive demo notebook are available atthis https URL		Kevin Meng; David Bau; Alex Andonian; Yonatan Belinkov	arXiv	https://doi.org/10.48550/arXiv.2202.05262										arXiv		Locating and Editing Factual Associations in GPT	https://arxiv.org/abs/2202.05262	arXiv	nan; Keywords; References; Pages; Year; Bibtex
43	IFT3710	Q*: Improving Multi-step Reasoning for LLMs with Deliberative Planning	Large Language Models (LLMs) have demonstrated impressive capability in many natural language tasks. However, the auto-regressive generation process makes LLMs prone to produce errors, hallucinations and inconsistent statements when performing multi-step reasoning. In this paper, by casting multi-step reasoning of LLMs as a heuristic search problem, we aim to alleviate the pathology by introducing Q*, a general, versatile and agile framework for guiding LLMs decoding process with deliberative planning. By learning a plug-and-play Q-value model as heuristic function for estimating expected future rewards, our Q* can effectively guide LLMs to select the most promising next reasoning step without fine-tuning LLMs for the current task, which avoids the significant computational overhead and potential risk of performance degeneration on other tasks. Extensive experiments on GSM8K, MATH and MBPP demonstrate the superiority of our method, contributing to improving the reasoning performance of existing open-source LLMs.		Chaojie Wang; Yanchen Deng; Zhiyi Lyu; Liang Zeng; Jujie He; Shuicheng Yan; Bo An	arXiv	https://doi.org/10.48550/arXiv.2406.14283										arXiv		Q*: Improving Multi-step Reasoning for LLMs with Deliberative Planning	https://arxiv.org/abs/2406.14283	arXiv	nan; Keywords; References; Pages; Year; Bibtex
44	IFT3710	Scaling of Search and Learning: A Roadmap to Reproduce o1 from Reinforcement Learning Perspective					[2412.14135] Scaling of Search and Learning: A Roadmap to Reproduce o1 from Reinforcement Learning Perspective													[2412.14135] Scaling of Search and Learning: A Roadmap to Reproduce o1 from Reinforcement Learning Perspective		
45	IFT3710	Neuroscience-Inspired Artiﬁcial Intelligence					https://www.cell.com/neuron/pdf/S0896-6273%2817%2930509-3.pdf													https://www.cell.com/neuron/pdf/S0896-6273%2817%2930509-3.pdf		
46	IFT3710	ChainForge: A Visual Toolkit for Prompt Engineering and LLM Hypothesis Testing	Evaluating outputs of large language models (LLMs) is challenging, requiring making -- and making sense of -- many responses. Yet tools that go beyond basic prompting tend to require knowledge of programming APIs, focus on narrow domains, or are closed-source. We present ChainForge, an open-source visual toolkit for prompt engineering and on-demand hypothesis testing of text generation LLMs. ChainForge provides a graphical interface for comparison of responses across models and prompt variations. Our system was designed to support three tasks: model selection, prompt template design, and hypothesis testing (e.g., auditing). We released ChainForge early in its development and iterated on its design with academics and online users. Through in-lab and interview studies, we find that a range of people could use ChainForge to investigate hypotheses that matter to them, including in real-world settings. We identify three modes of prompt engineering and LLM hypothesis testing: opportunistic exploration, limited evaluation, and iterative refinement.		Ian Arawjo; Chelse Swoopes; Priyan Vaithilingam; Martin Wattenberg; Elena Glassman	arXiv	https://doi.org/10.48550/arXiv.2309.09128										arXiv		ChainForge: A Visual Toolkit for Prompt Engineering and LLM Hypothesis Testing	https://arxiv.org/abs/2309.09128	arXiv	nan; Keywords; References; Pages; Year; Bibtex
